code,title,unit_id,distance,school_type,school_main_campus,credential_level,4_yr_median_earnings,4_yr_working_count,debt_median,debt_median_payment,school_name
5211,International Business.,133951,3,Public,1,5,67080.0,33.0,41928.0,477.0,Florida International University
5212,Management Information Systems and Services.,133951,1,Public,1,3,64609.0,50.0,18750.0,199.0,Florida International University
5212,Management Information Systems and Services.,133951,1,Public,1,5,93550.0,28.0,41066.0,467.0,Florida International University
5214,Marketing.,133951,2,Public,1,3,53157.0,149.0,15650.0,166.0,Florida International University
5401,History.,133951,2,Public,1,3,42391.0,37.0,17125.0,182.0,Florida International University
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133960,1,Public,1,2,69801.0,26.0,18000.0,191.0,The College of the Florida Keys
4201,"Psychology, General.",133979,1,"Private, nonprofit",1,3,37061.0,23.0,31000.0,329.0,Florida Memorial University
1101,"Computer and Information Sciences, General.",133997,1,"Private, for-profit",1,2,33884.0,101.0,18347.0,195.0,Florida Career College-Miami
1204,Cosmetology and Related Personal Grooming Services.,133997,0,"Private, for-profit",1,1,17641.0,234.0,11718.0,124.0,Florida Career College-Miami
1512,Computer Engineering Technologies/Technicians.,133997,1,"Private, for-profit",1,1,26890.0,237.0,10313.0,109.0,Florida Career College-Miami
4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",133997,1,"Private, for-profit",1,1,34093.0,155.0,9500.0,101.0,Florida Career College-Miami
5107,Health and Medical Administrative Services.,133997,1,"Private, for-profit",1,1,28737.0,378.0,9500.0,101.0,Florida Career College-Miami
5108,Allied Health and Medical Assisting Services.,133997,1,"Private, for-profit",1,1,24719.0,1049.0,9500.0,101.0,Florida Career College-Miami
5122,Public Health.,133997,1,"Private, for-profit",1,2,30264.0,50.0,20000.0,212.0,Florida Career College-Miami
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",133997,0,"Private, for-profit",1,2,54348.0,114.0,28285.0,300.0,Florida Career College-Miami
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",133997,1,"Private, for-profit",1,1,21476.0,500.0,9500.0,101.0,Florida Career College-Miami
5135,Somatic Bodywork and Related Therapeutic Services.,134024,1,"Private, for-profit",1,1,21902.0,90.0,7073.0,75.0,Florida School of Massage
0909,"Public Relations, Advertising, and Applied Communication.",134079,2,"Private, nonprofit",1,3,49986.0,47.0,25710.0,273.0,Florida Southern College
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",134079,2,"Private, nonprofit",1,3,45824.0,61.0,27000.0,286.0,Florida Southern College
2601,"Biology, General.",134079,1,"Private, nonprofit",1,3,37552.0,30.0,27000.0,286.0,Florida Southern College
2609,"Physiology, Pathology and Related Sciences.",134079,1,"Private, nonprofit",1,3,36219.0,16.0,22875.0,243.0,Florida Southern College
4201,"Psychology, General.",134079,1,"Private, nonprofit",1,3,41966.0,37.0,24500.0,260.0,Florida Southern College
4504,Criminology.,134079,1,"Private, nonprofit",1,3,39860.0,28.0,26000.0,276.0,Florida Southern College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134079,2,"Private, nonprofit",1,3,71193.0,54.0,27000.0,286.0,Florida Southern College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134079,1,"Private, nonprofit",1,5,111572.0,37.0,55500.0,631.0,Florida Southern College
5202,"Business Administration, Management and Operations.",134079,2,"Private, nonprofit",1,3,48024.0,116.0,23250.0,246.0,Florida Southern College
0301,Natural Resources Conservation and Research.,134097,1,Public,1,3,42244.0,74.0,17318.0,184.0,Florida State University
0403,"City/Urban, Community and Regional Planning.",134097,1,Public,1,5,65332.0,40.0,27783.0,316.0,Florida State University
0907,"Radio, Television, and Digital Communication.",134097,1,Public,1,3,51262.0,128.0,17750.0,188.0,Florida State University
0909,"Public Relations, Advertising, and Applied Communication.",134097,1,Public,1,3,51082.0,115.0,14442.0,153.0,Florida State University
0909,"Public Relations, Advertising, and Applied Communication.",134097,1,Public,1,5,61549.0,47.0,31020.0,353.0,Florida State University
1101,"Computer and Information Sciences, General.",134097,1,Public,1,3,77447.0,323.0,19182.0,203.0,Florida State University
1101,"Computer and Information Sciences, General.",134097,1,Public,1,5,80933.0,20.0,35474.0,404.0,Florida State University
1303,Curriculum and Instruction.,134097,3,Public,1,5,51002.0,102.0,19184.0,218.0,Florida State University
1304,Educational Administration and Supervision.,134097,1,Public,1,5,54551.0,52.0,29090.0,331.0,Florida State University
1304,Educational Administration and Supervision.,134097,1,Public,1,6,89730.0,17.0,68893.0,784.0,Florida State University
1305,Educational/Instructional Media Design.,134097,3,Public,1,5,64783.0,26.0,20500.0,233.0,Florida State University
1310,Special Education and Teaching.,134097,1,Public,1,3,52341.0,27.0,18125.0,192.0,Florida State University
1311,Student Counseling and Personnel Services.,134097,3,Public,1,8,51619.0,43.0,50873.0,579.0,Florida State University
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",134097,1,Public,1,3,44526.0,137.0,18110.0,192.0,Florida State University
1313,"Teacher Education and Professional Development, Specific Subject Areas.",134097,1,Public,1,3,47072.0,113.0,22195.0,235.0,Florida State University
1313,"Teacher Education and Professional Development, Specific Subject Areas.",134097,1,Public,1,5,60117.0,28.0,25060.0,285.0,Florida State University
1407,Chemical Engineering.,134097,1,Public,1,3,87015.0,64.0,23311.0,247.0,Florida State University
1408,Civil Engineering.,134097,1,Public,1,3,73180.0,108.0,18835.0,200.0,Florida State University
1409,Computer Engineering.,134097,1,Public,1,3,94745.0,22.0,23250.0,246.0,Florida State University
1410,"Electrical, Electronics and Communications Engineering.",134097,1,Public,1,3,88060.0,41.0,15750.0,167.0,Florida State University
1419,Mechanical Engineering.,134097,1,Public,1,3,80969.0,114.0,23000.0,244.0,Florida State University
1435,Industrial Engineering.,134097,1,Public,1,3,90074.0,16.0,19375.0,205.0,Florida State University
1603,"East Asian Languages, Literatures, and Linguistics.",134097,1,Public,1,3,45265.0,24.0,16694.0,177.0,Florida State University
1609,"Romance Languages, Literatures, and Linguistics.",134097,1,Public,1,3,35950.0,57.0,20557.0,218.0,Florida State University
1612,"Classics and Classical Languages, Literatures, and Linguistics.",134097,1,Public,1,3,39655.0,18.0,20250.0,215.0,Florida State University
1907,"Human Development, Family Studies, and Related Services.",134097,1,Public,1,3,48264.0,157.0,19160.0,203.0,Florida State University
1909,Apparel and Textiles.,134097,1,Public,1,3,54324.0,188.0,17750.0,188.0,Florida State University
2201,Law.,134097,1,Public,1,7,79350.0,339.0,66707.0,759.0,Florida State University
2301,"English Language and Literature, General.",134097,1,Public,1,3,42000.0,500.0,18592.0,197.0,Florida State University
2301,"English Language and Literature, General.",134097,1,Public,1,6,64190.0,23.0,50647.0,576.0,Florida State University
2401,"Liberal Arts and Sciences, General Studies and Humanities.",134097,1,Public,1,3,37699.0,82.0,18750.0,199.0,Florida State University
2601,"Biology, General.",134097,1,Public,1,3,39559.0,191.0,20528.0,218.0,Florida State University
2609,"Physiology, Pathology and Related Sciences.",134097,1,Public,1,3,56062.0,172.0,18613.0,197.0,Florida State University
2701,Mathematics.,134097,1,Public,1,3,52985.0,68.0,24868.0,264.0,Florida State University
2705,Statistics.,134097,0,Public,1,1,77329.0,22.0,18600.0,197.0,Florida State University
2705,Statistics.,134097,1,Public,1,3,64697.0,44.0,22350.0,237.0,Florida State University
3105,Health and Physical Education/Fitness.,134097,1,Public,1,3,47095.0,140.0,16169.0,171.0,Florida State University
3105,Health and Physical Education/Fitness.,134097,3,Public,1,5,54959.0,54.0,30750.0,350.0,Florida State University
3801,Philosophy.,134097,1,Public,1,3,42507.0,34.0,22000.0,233.0,Florida State University
4004,Atmospheric Sciences and Meteorology.,134097,1,Public,1,3,53064.0,24.0,24750.0,262.0,Florida State University
4005,Chemistry.,134097,1,Public,1,3,53528.0,28.0,21406.0,227.0,Florida State University
4008,Physics.,134097,1,Public,1,3,63991.0,16.0,20765.0,220.0,Florida State University
4201,"Psychology, General.",134097,1,Public,1,3,44481.0,570.0,17392.0,184.0,Florida State University
4201,"Psychology, General.",134097,1,Public,1,5,66047.0,24.0,32458.0,369.0,Florida State University
4301,Criminal Justice and Corrections.,134097,1,Public,1,3,49000.0,578.0,18520.0,196.0,Florida State University
4301,Criminal Justice and Corrections.,134097,3,Public,1,5,53198.0,57.0,41000.0,466.0,Florida State University
4404,Public Administration.,134097,1,Public,1,5,65738.0,58.0,26000.0,296.0,Florida State University
4407,Social Work.,134097,1,Public,1,3,44546.0,136.0,14500.0,154.0,Florida State University
4501,"Social Sciences, General.",134097,1,Public,1,3,47057.0,220.0,20000.0,212.0,Florida State University
4502,Anthropology.,134097,1,Public,1,3,47067.0,30.0,19250.0,204.0,Florida State University
4506,Economics.,134097,1,Public,1,3,61738.0,262.0,16750.0,178.0,Florida State University
4507,Geography and Cartography.,134097,1,Public,1,3,42075.0,130.0,26707.0,283.0,Florida State University
4509,International Relations and National Security Studies.,134097,1,Public,1,3,52157.0,289.0,16750.0,178.0,Florida State University
4509,International Relations and National Security Studies.,134097,1,Public,1,5,52655.0,16.0,36000.0,410.0,Florida State University
4510,Political Science and Government.,134097,1,Public,1,3,56627.0,292.0,17537.0,186.0,Florida State University
4510,Political Science and Government.,134097,1,Public,1,5,66880.0,28.0,24550.0,279.0,Florida State University
4511,Sociology.,134097,1,Public,1,3,43329.0,195.0,18783.0,199.0,Florida State University
5004,Design and Applied Arts.,134097,1,Public,1,3,51681.0,28.0,22625.0,240.0,Florida State University
5005,Drama/Theatre Arts and Stagecraft.,134097,1,Public,1,3,21730.0,69.0,19500.0,207.0,Florida State University
5005,Drama/Theatre Arts and Stagecraft.,134097,1,Public,1,5,43946.0,40.0,50319.0,572.0,Florida State University
5006,Film/Video and Photographic Arts.,134097,1,Public,1,3,48058.0,58.0,20538.0,218.0,Florida State University
5007,Fine and Studio Arts.,134097,1,Public,1,3,38712.0,200.0,18750.0,199.0,Florida State University
5009,Music.,134097,1,Public,1,3,35173.0,69.0,23000.0,244.0,Florida State University
5009,Music.,134097,1,Public,1,5,25207.0,47.0,27029.0,307.0,Florida State University
5009,Music.,134097,1,Public,1,6,33231.0,46.0,52754.0,600.0,Florida State University
5102,Communication Disorders Sciences and Services.,134097,1,Public,1,3,57836.0,68.0,14767.0,157.0,Florida State University
5102,Communication Disorders Sciences and Services.,134097,3,Public,1,5,60650.0,41.0,39990.0,455.0,Florida State University
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",134097,1,Public,1,3,44028.0,22.0,21045.0,223.0,Florida State University
5112,Medicine.,134097,1,Public,1,7,92014.0,203.0,175432.0,1996.0,Florida State University
5123,Rehabilitation and Therapeutic Professions.,134097,1,Public,1,5,47440.0,27.0,51779.0,589.0,Florida State University
5131,Dietetics and Clinical Nutrition Services.,134097,1,Public,1,3,50526.0,48.0,21625.0,229.0,Florida State University
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134097,1,Public,1,3,64095.0,88.0,19250.0,204.0,Florida State University
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134097,0,Public,1,6,111506.0,32.0,68875.0,783.0,Florida State University
5201,"Business/Commerce, General.",134097,3,Public,1,5,85441.0,90.0,30750.0,350.0,Florida State University
5202,"Business Administration, Management and Operations.",134097,1,Public,1,3,60621.0,171.0,15884.0,168.0,Florida State University
5203,Accounting and Related Services.,134097,1,Public,1,3,74193.0,218.0,18212.0,193.0,Florida State University
5203,Accounting and Related Services.,134097,1,Public,1,5,84552.0,34.0,21931.0,249.0,Florida State University
5208,Finance and Financial Management Services.,134097,1,Public,1,3,75328.0,462.0,16740.0,177.0,Florida State University
5208,Finance and Financial Management Services.,134097,1,Public,1,5,88476.0,38.0,27096.0,308.0,Florida State University
5209,Hospitality Administration/Management.,134097,1,Public,1,3,49458.0,235.0,17404.0,185.0,Florida State University
5212,Management Information Systems and Services.,134097,1,Public,1,3,78609.0,44.0,17318.0,184.0,Florida State University
5213,Management Sciences and Quantitative Methods.,134097,1,Public,1,3,90981.0,56.0,18522.0,196.0,Florida State University
5214,Marketing.,134097,1,Public,1,3,62764.0,356.0,17040.0,181.0,Florida State University
5215,Real Estate.,134097,1,Public,1,3,76464.0,91.0,19500.0,207.0,Florida State University
5217,Insurance.,134097,1,Public,1,3,78449.0,44.0,21875.0,232.0,Florida State University
5401,History.,134097,1,Public,1,3,43451.0,113.0,17500.0,186.0,Florida State University
0101,Agricultural Business and Management.,134130,1,Public,1,3,57602.0,126.0,15000.0,159.0,University of Florida
0109,Animal Sciences.,134130,1,Public,1,3,37985.0,69.0,15000.0,159.0,University of Florida
0111,Plant Sciences.,134130,1,Public,1,3,35900.0,34.0,13015.0,138.0,University of Florida
0180,Veterinary Medicine.,134130,1,Public,1,7,108825.0,168.0,169992.0,1934.0,University of Florida
0181,Veterinary Biomedical and Clinical Sciences.,134130,3,Public,1,5,80092.0,31.0,24122.0,274.0,University of Florida
0301,Natural Resources Conservation and Research.,134130,1,Public,1,3,50192.0,21.0,20200.0,214.0,University of Florida
0305,Forestry.,134130,1,Public,1,3,42679.0,55.0,15500.0,164.0,University of Florida
0306,Wildlife and Wildlands Science and Management.,134130,1,Public,1,3,35117.0,42.0,16500.0,175.0,University of Florida
0402,Architecture.,134130,1,Public,1,3,54050.0,59.0,18953.0,201.0,University of Florida
0402,Architecture.,134130,3,Public,1,5,64737.0,80.0,44685.0,508.0,University of Florida
0403,"City/Urban, Community and Regional Planning.",134130,3,Public,1,5,63659.0,25.0,41000.0,466.0,University of Florida
0502,"Ethnic, Cultural Minority, Gender, and Group Studies.",134130,1,Public,1,3,51916.0,18.0,22692.0,241.0,University of Florida
0901,Communication and Media Studies.,134130,3,Public,1,5,67053.0,126.0,29671.0,338.0,University of Florida
0904,Journalism.,134130,3,Public,1,3,49760.0,146.0,16454.0,174.0,University of Florida
0907,"Radio, Television, and Digital Communication.",134130,3,Public,1,3,49796.0,270.0,15000.0,159.0,University of Florida
0909,"Public Relations, Advertising, and Applied Communication.",134130,3,Public,1,3,58636.0,359.0,15321.0,162.0,University of Florida
1101,"Computer and Information Sciences, General.",134130,3,Public,1,3,108528.0,111.0,15000.0,159.0,University of Florida
1105,Computer Systems Analysis.,134130,1,Public,1,5,105846.0,56.0,20500.0,233.0,University of Florida
1303,Curriculum and Instruction.,134130,3,Public,1,5,56089.0,50.0,29111.0,331.0,University of Florida
1303,Curriculum and Instruction.,134130,1,Public,1,6,78907.0,36.0,48278.0,549.0,University of Florida
1304,Educational Administration and Supervision.,134130,3,Public,1,5,71110.0,20.0,41000.0,466.0,University of Florida
1304,Educational Administration and Supervision.,134130,3,Public,1,6,87175.0,24.0,67785.0,771.0,University of Florida
1310,Special Education and Teaching.,134130,3,Public,1,5,52357.0,74.0,20672.0,235.0,University of Florida
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",134130,1,Public,1,5,50122.0,155.0,24500.0,279.0,University of Florida
1313,"Teacher Education and Professional Development, Specific Subject Areas.",134130,1,Public,1,3,44966.0,71.0,13650.0,145.0,University of Florida
1313,"Teacher Education and Professional Development, Specific Subject Areas.",134130,1,Public,1,5,54929.0,164.0,29188.0,332.0,University of Florida
1402,"Aerospace, Aeronautical and Astronautical Engineering.",134130,1,Public,1,3,84855.0,77.0,17416.0,185.0,University of Florida
1407,Chemical Engineering.,134130,1,Public,1,3,91729.0,162.0,19600.0,208.0,University of Florida
1408,Civil Engineering.,134130,1,Public,1,3,79578.0,113.0,18609.0,197.0,University of Florida
1409,Computer Engineering.,134130,1,Public,1,3,100248.0,91.0,20447.0,217.0,University of Florida
1410,"Electrical, Electronics and Communications Engineering.",134130,1,Public,1,3,91478.0,95.0,20650.0,219.0,University of Florida
1414,Environmental/Environmental Health Engineering.,134130,1,Public,1,3,67371.0,26.0,21000.0,223.0,University of Florida
1419,Mechanical Engineering.,134130,1,Public,1,3,83832.0,331.0,18131.0,192.0,University of Florida
1419,Mechanical Engineering.,134130,3,Public,1,5,89261.0,33.0,29640.0,337.0,University of Florida
1427,Systems Engineering.,134130,1,Public,1,3,97980.0,182.0,19750.0,209.0,University of Florida
1510,Construction Engineering Technologies.,134130,1,Public,1,3,100890.0,69.0,14869.0,158.0,University of Florida
1601,"Linguistic, Comparative, and Related Language Studies and Services.",134130,1,Public,1,3,42019.0,68.0,17758.0,188.0,University of Florida
1609,"Romance Languages, Literatures, and Linguistics.",134130,1,Public,1,3,54628.0,49.0,13000.0,138.0,University of Florida
1907,"Human Development, Family Studies, and Related Services.",134130,1,Public,1,3,45064.0,152.0,15523.0,165.0,University of Florida
2201,Law.,134130,1,Public,1,7,97045.0,438.0,71483.0,813.0,University of Florida
2202,Legal Research and Advanced Professional Studies.,134130,1,Public,1,5,125265.0,115.0,37402.0,425.0,University of Florida
2301,"English Language and Literature, General.",134130,1,Public,1,3,44933.0,184.0,15591.0,165.0,University of Florida
2601,"Biology, General.",134130,3,Public,1,3,47840.0,160.0,15000.0,159.0,University of Florida
2605,Microbiological Sciences and Immunology.,134130,3,Public,1,3,43355.0,60.0,14942.0,158.0,University of Florida
2609,"Physiology, Pathology and Related Sciences.",134130,1,Public,1,3,57694.0,133.0,16776.0,178.0,University of Florida
2609,"Physiology, Pathology and Related Sciences.",134130,3,Public,1,5,47618.0,38.0,36319.0,413.0,University of Florida
2701,Mathematics.,134130,1,Public,1,3,67189.0,53.0,16111.0,171.0,University of Florida
2705,Statistics.,134130,1,Public,1,3,74408.0,37.0,13191.0,140.0,University of Florida
3020,International/Global Studies.,134130,1,Public,1,3,49731.0,68.0,11625.0,123.0,University of Florida
3033,Sustainability Studies.,134130,1,Public,1,3,47660.0,29.0,15000.0,159.0,University of Florida
3099,"Multi/Interdisciplinary Studies, Other.",134130,3,Public,1,3,50493.0,26.0,14800.0,157.0,University of Florida
3103,"Parks, Recreation and Leisure Facilities Management.",134130,3,Public,1,3,47348.0,105.0,16172.0,171.0,University of Florida
3105,Health and Physical Education/Fitness.,134130,3,Public,1,3,50460.0,113.0,15000.0,159.0,University of Florida
3105,Health and Physical Education/Fitness.,134130,3,Public,1,5,58846.0,36.0,31447.0,358.0,University of Florida
3801,Philosophy.,134130,1,Public,1,3,55986.0,36.0,17413.0,185.0,University of Florida
4005,Chemistry.,134130,1,Public,1,3,47613.0,42.0,14824.0,157.0,University of Florida
4006,Geological and Earth Sciences/Geosciences.,134130,3,Public,1,3,50033.0,39.0,19737.0,209.0,University of Florida
4008,Physics.,134130,1,Public,1,3,66081.0,23.0,13750.0,146.0,University of Florida
4201,"Psychology, General.",134130,3,Public,1,3,46888.0,331.0,16598.0,176.0,University of Florida
4502,Anthropology.,134130,3,Public,1,3,41364.0,167.0,14491.0,154.0,University of Florida
4504,Criminology.,134130,3,Public,1,3,49912.0,207.0,15224.0,161.0,University of Florida
4506,Economics.,134130,1,Public,1,3,72775.0,192.0,15000.0,159.0,University of Florida
4507,Geography and Cartography.,134130,3,Public,1,3,54432.0,18.0,16407.0,174.0,University of Florida
4510,Political Science and Government.,134130,1,Public,1,3,58658.0,227.0,15000.0,159.0,University of Florida
4511,Sociology.,134130,3,Public,1,3,46050.0,144.0,15000.0,159.0,University of Florida
5001,"Visual and Performing Arts, General.",134130,3,Public,1,3,86575.0,26.0,18657.0,198.0,University of Florida
5003,Dance.,134130,1,Public,1,3,27822.0,26.0,15951.0,169.0,University of Florida
5004,Design and Applied Arts.,134130,1,Public,1,3,62198.0,61.0,19839.0,210.0,University of Florida
5005,Drama/Theatre Arts and Stagecraft.,134130,1,Public,1,3,27452.0,42.0,13750.0,146.0,University of Florida
5007,Fine and Studio Arts.,134130,1,Public,1,3,32522.0,85.0,16046.0,170.0,University of Florida
5007,Fine and Studio Arts.,134130,1,Public,1,5,46680.0,25.0,46536.0,529.0,University of Florida
5100,"Health Services/Allied Health/Health Sciences, General.",134130,1,Public,1,3,65782.0,109.0,15000.0,159.0,University of Florida
5102,Communication Disorders Sciences and Services.,134130,3,Public,1,3,52814.0,56.0,15000.0,159.0,University of Florida
5102,Communication Disorders Sciences and Services.,134130,1,Public,1,5,64258.0,45.0,41000.0,466.0,University of Florida
5104,Dentistry.,134130,1,Public,1,7,163296.0,120.0,237788.0,2705.0,University of Florida
5107,Health and Medical Administrative Services.,134130,1,Public,1,5,87908.0,35.0,54485.0,620.0,University of Florida
5112,Medicine.,134130,1,Public,1,7,98478.0,210.0,180021.0,2048.0,University of Florida
5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",134130,3,Public,1,5,89071.0,214.0,29879.0,340.0,University of Florida
5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",134130,3,Public,1,7,131678.0,510.0,139182.0,1583.0,University of Florida
5122,Public Health.,134130,1,Public,1,3,54610.0,116.0,15454.0,164.0,University of Florida
5122,Public Health.,134130,3,Public,1,5,59064.0,88.0,46838.0,533.0,University of Florida
5123,Rehabilitation and Therapeutic Professions.,134130,1,Public,1,5,74311.0,82.0,40050.0,456.0,University of Florida
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134130,3,Public,1,3,68854.0,121.0,16500.0,175.0,University of Florida
5202,"Business Administration, Management and Operations.",134130,3,Public,1,3,63871.0,322.0,15000.0,159.0,University of Florida
5202,"Business Administration, Management and Operations.",134130,3,Public,1,5,111608.0,719.0,38383.0,437.0,University of Florida
5203,Accounting and Related Services.,134130,1,Public,1,3,75355.0,116.0,17750.0,188.0,University of Florida
5203,Accounting and Related Services.,134130,1,Public,1,5,86447.0,130.0,20732.0,236.0,University of Florida
5208,Finance and Financial Management Services.,134130,1,Public,1,3,83279.0,362.0,16681.0,177.0,University of Florida
5213,Management Sciences and Quantitative Methods.,134130,1,Public,1,3,83899.0,71.0,18625.0,197.0,University of Florida
5214,Marketing.,134130,1,Public,1,3,67098.0,194.0,15250.0,162.0,University of Florida
5401,History.,134130,1,Public,1,3,52559.0,115.0,16896.0,179.0,University of Florida
1204,Cosmetology and Related Personal Grooming Services.,134228,1,"Private, for-profit",1,1,17367.0,145.0,7916.0,84.0,Fort Pierce Beauty Academy
0901,Communication and Media Studies.,134237,3,"Private, for-profit",1,1,30266.0,408.0,14028.0,149.0,Full Sail University
0901,Communication and Media Studies.,134237,2,"Private, for-profit",1,3,32564.0,58.0,34078.0,361.0,Full Sail University
0904,Journalism.,134237,3,"Private, for-profit",1,5,44139.0,74.0,35477.0,404.0,Full Sail University
0909,"Public Relations, Advertising, and Applied Communication.",134237,2,"Private, for-profit",1,5,46166.0,109.0,38253.0,435.0,Full Sail University
1002,Audiovisual Communications Technologies/Technicians.,134237,2,"Private, for-profit",1,2,28393.0,170.0,25348.0,269.0,Full Sail University
1002,Audiovisual Communications Technologies/Technicians.,134237,2,"Private, for-profit",1,3,29220.0,519.0,38992.0,413.0,Full Sail University
1102,Computer Programming.,134237,2,"Private, for-profit",1,3,73095.0,260.0,32908.0,349.0,Full Sail University
1305,Educational/Instructional Media Design.,134237,3,"Private, for-profit",1,5,56938.0,104.0,35077.0,399.0,Full Sail University
2313,Rhetoric and Composition/Writing Studies.,134237,2,"Private, for-profit",1,3,28553.0,387.0,34544.0,366.0,Full Sail University
2313,Rhetoric and Composition/Writing Studies.,134237,3,"Private, for-profit",1,5,38008.0,153.0,35077.0,399.0,Full Sail University
3031,Human Computer Interaction.,134237,2,"Private, for-profit",1,3,38757.0,74.0,32233.0,342.0,Full Sail University
5004,Design and Applied Arts.,134237,1,"Private, for-profit",1,3,39154.0,539.0,36827.0,390.0,Full Sail University
5004,Design and Applied Arts.,134237,3,"Private, for-profit",1,5,49577.0,153.0,40077.0,456.0,Full Sail University
5005,Drama/Theatre Arts and Stagecraft.,134237,1,"Private, for-profit",1,3,32534.0,188.0,20500.0,217.0,Full Sail University
5006,Film/Video and Photographic Arts.,134237,1,"Private, for-profit",1,3,28764.0,703.0,25923.0,275.0,Full Sail University
5006,Film/Video and Photographic Arts.,134237,1,"Private, for-profit",1,5,28862.0,66.0,54395.0,619.0,Full Sail University
5009,Music.,134237,2,"Private, for-profit",1,3,35204.0,476.0,28000.0,297.0,Full Sail University
5010,"Arts, Entertainment,and Media Management.",134237,2,"Private, for-profit",1,3,35092.0,541.0,35282.0,374.0,Full Sail University
5010,"Arts, Entertainment,and Media Management.",134237,2,"Private, for-profit",1,5,39555.0,414.0,38077.0,433.0,Full Sail University
5207,Entrepreneurial and Small Business Operations.,134237,3,"Private, for-profit",1,5,40719.0,41.0,35399.0,403.0,Full Sail University
5212,Management Information Systems and Services.,134237,3,"Private, for-profit",1,5,83081.0,38.0,35671.0,406.0,Full Sail University
5214,Marketing.,134237,3,"Private, for-profit",1,3,42669.0,98.0,42873.0,455.0,Full Sail University
2401,"Liberal Arts and Sciences, General Studies and Humanities.",134343,2,Public,1,2,35979.0,306.0,6068.0,64.0,Gulf Coast State College
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",134343,1,Public,1,2,46963.0,57.0,10465.0,111.0,Gulf Coast State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134343,1,Public,1,2,62103.0,110.0,8239.0,87.0,Gulf Coast State College
2401,"Liberal Arts and Sciences, General Studies and Humanities.",134495,3,Public,1,2,39453.0,788.0,9500.0,101.0,Hillsborough Community College
4301,Criminal Justice and Corrections.,134495,2,Public,1,1,58760.0,147.0,8127.0,86.0,Hillsborough Community College
4301,Criminal Justice and Corrections.,134495,2,Public,1,2,42887.0,42.0,12586.0,133.0,Hillsborough Community College
4706,Vehicle Maintenance and Repair Technologies.,134495,1,Public,1,1,34121.0,19.0,7306.0,77.0,Hillsborough Community College
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",134495,1,Public,1,1,49488.0,63.0,5500.0,58.0,Hillsborough Community College
5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,134495,1,Public,1,1,47283.0,33.0,9500.0,101.0,Hillsborough Community College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134495,1,Public,1,2,66863.0,65.0,12710.0,135.0,Hillsborough Community College
1204,Cosmetology and Related Personal Grooming Services.,134529,1,"Private, for-profit",1,1,16655.0,502.0,6333.0,67.0,Hollywood Institute of Beauty Careers
5135,Somatic Bodywork and Related Therapeutic Services.,134529,1,"Private, for-profit",1,1,19442.0,60.0,6333.0,67.0,Hollywood Institute of Beauty Careers
5135,Somatic Bodywork and Related Therapeutic Services.,134574,1,"Private, for-profit",1,1,24495.0,263.0,7678.0,81.0,Cortiva Institute
1101,"Computer and Information Sciences, General.",134608,3,Public,1,3,35905.0,33.0,7000.0,74.0,Indian River State College
2401,"Liberal Arts and Sciences, General Studies and Humanities.",134608,3,Public,1,2,33856.0,638.0,5862.0,62.0,Indian River State College
4301,Criminal Justice and Corrections.,134608,3,Public,1,3,39116.0,71.0,13819.0,147.0,Indian River State College
4400,"Human Services, General.",134608,1,Public,1,3,33802.0,91.0,13500.0,143.0,Indian River State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134608,1,Public,1,2,48957.0,143.0,6500.0,69.0,Indian River State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",134608,3,Public,1,3,78190.0,52.0,7250.0,77.0,Indian River State College
5202,"Business Administration, Management and Operations.",134608,1,Public,1,3,41430.0,146.0,10050.0,107.0,Indian River State College
1204,Cosmetology and Related Personal Grooming Services.,134714,1,"Private, for-profit",1,1,17168.0,112.0,9500.0,101.0,International Academy
5135,Somatic Bodywork and Related Therapeutic Services.,134714,1,"Private, for-profit",1,1,27416.0,29.0,6333.0,67.0,International Academy
3105,Health and Physical Education/Fitness.,134945,1,"Private, nonprofit",1,3,37820.0,25.0,25000.0,265.0,Jacksonville University
